Clauses,T,s,Accuracy(%),Time_per_Epoch(s)
2000,500,3.99,90.15544041450777,0.35557459195454916
2000,500,7.6,90.15544041450777,0.3716548522313436
2000,500,14.47,88.08290155440415,0.44197723070780437
2000,500,27.57,86.26943005181347,0.5021429379781087
2000,500,52.5,87.8238341968912,0.5016920248667399
2000,500,100.0,82.38341968911918,0.48971985975901283
2000,1000,1.1,88.60103626943005,2.364460055033366
2000,1000,2.1,89.63730569948186,0.9582525332768758
2000,1000,3.99,89.63730569948186,0.5847985903422038
2000,1000,7.6,89.11917098445595,0.5625440835952759
2000,1000,14.47,88.60103626943005,0.5512404600779216
2000,1000,27.57,84.97409326424871,0.5333251317342123
2000,1000,52.5,80.82901554404145,0.5062335173288981
2000,1000,100.0,80.05181347150258,0.49863802591959633
3000,5,1.1,75.38860103626943,1.7161583344141642
3000,5,2.1,89.37823834196891,0.5950090805689494
3000,5,3.99,87.8238341968912,0.28348639806111653
3000,5,7.6,87.56476683937824,0.18450252215067545
3000,5,14.47,86.26943005181347,0.16174767017364503
3000,5,27.57,87.8238341968912,0.16250663598378498
3000,5,52.5,89.37823834196891,0.1848656972249349
3000,5,100.0,88.3419689119171,0.213168732325236
3000,20,1.1,86.52849740932642,1.770963724454244
3000,20,2.1,90.93264248704664,0.5657609701156616
3000,20,3.99,84.71502590673575,0.27267707188924156
3000,20,7.6,87.30569948186529,0.18487460613250734
3000,20,14.47,87.8238341968912,0.16987036069234213
3000,20,27.57,90.67357512953367,0.17766897678375243
3000,20,52.5,88.60103626943005,0.20581709543863932
3000,20,100.0,89.63730569948186,0.2659894943237305
3000,50,1.1,89.89637305699482,1.4916943391164144
3000,50,2.1,88.3419689119171,0.5467021624247234
3000,50,3.99,86.26943005181347,0.257764999071757
3000,50,7.6,86.78756476683938,0.18230497042338054
3000,50,14.47,88.60103626943005,0.1827582279841105
3000,50,27.57,87.8238341968912,0.20746703942616782
3000,50,52.5,90.15544041450777,0.2713080644607544
3000,50,100.0,87.8238341968912,0.38420828183492023
3000,100,1.1,87.04663212435233,1.3448468128840128
3000,100,2.1,88.86010362694302,0.5269090493520101
3000,100,3.99,87.56476683937824,0.25761996110280355
3000,100,7.6,91.45077720207254,0.20227429866790772
3000,100,14.47,91.45077720207254,0.20667301813761393
3000,100,27.57,89.63730569948186,0.26413877805074054
3000,100,52.5,87.30569948186529,0.3756977081298828
3000,100,100.0,84.19689119170984,0.5558807690938313
3000,200,1.1,91.45077720207254,1.3736103296279907
3000,200,2.1,91.70984455958549,0.5081900993982951
3000,200,3.99,91.19170984455958,0.28210604190826416
3000,200,7.6,90.93264248704664,0.2331650654474894
3000,200,14.47,90.41450777202073,0.2801301717758179
3000,200,27.57,87.8238341968912,0.37198108037312827
